Title,Title_link,Thumbnail,Box-sc-8ox7qa-0,Text__TextBase-sc-1i9uasc-0-div,Text__TextBase-sc-1i9uasc-0-div1,Text__TextBase-sc-1i9uasc-0-div2,Text__TextBase-sc-1i9uasc-0-div3,SSeMC,Padding-sc-1d43y5s-01,cERLyX,Field2,Field3
4536 W Princeton Ave,https://www.trulia.com/p/ca/fresno/4536-w-princeton-ave-fresno-ca-93722--2117027438,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",11-Aug-20,"$260,000 ",3bd,2ba,"1,478 sqft","1,478 sqft","West, Fresno, CA",2ba,"Lot Size: 6,098 sqft",Built in 1987
3627 E Pine Ave,https://www.trulia.com/p/ca/fresno/3627-e-pine-ave-fresno-ca-93703--2116945288,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",11-Aug-20,"$230,000 ",3bd,2.5ba,"1,390 sqft","1,390 sqft","Roosevelt, Fresno, CA",2.5ba,"Lot Size: 7,501 sqft",Built in 1953
4718 E Alamos Ave #103,https://www.trulia.com/p/ca/fresno/4718-e-alamos-ave-103-fresno-ca-93726--2117060451,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",11-Aug-20,"$180,000 ",3bd,2ba,"1,649 sqft","1,649 sqft","Hoover, Fresno, CA",2ba,"Lot Size: 1,598 sqft",$375/monthly HOA
2448 W Stuart Ave,https://www.trulia.com/p/ca/fresno/2448-w-stuart-ave-fresno-ca-93711--2116990474,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",11-Aug-20,"$750,000 ",3bd,2.75ba,"2,953 sqft","2,953 sqft","Bullard, Fresno, CA",2.75ba,Lot Size: 0.48 acres,Built in 1967
1389 E Brandywine Ln,https://www.trulia.com/p/ca/fresno/1389-e-brandywine-ln-fresno-ca-93720--2117002141,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",11-Aug-20,"$620,000 ",3bd,4ba,"2,426 sqft","2,426 sqft","Woodward Park, Fresno, CA",4ba,Lot Size: 0.66 acres,Built in 1965
8484 N Ann Ave,https://www.trulia.com/p/ca/fresno/8484-n-ann-ave-fresno-ca-93720--2117012798,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",11-Aug-20,"$456,000 ",4bd,3ba,"2,290 sqft","2,290 sqft","Woodward Park, Fresno, CA",3ba,"Lot Size: 9,583 sqft",Built in 2004
214 W San Jose Ave,https://www.trulia.com/p/ca/fresno/214-w-san-jose-ave-fresno-ca-93704--1056317165,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Aug-20,"$330,000 ",3bd,3ba,"2,052 sqft","2,052 sqft","Bullard, Fresno, CA",3ba,Lot Size: 0.26 acres,Built in 1959
1325 E Via Roma Dr,https://www.trulia.com/p/ca/fresno/1325-e-via-roma-dr-fresno-ca-93730--2117088812,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Aug-20,"$699,000 ",5bd,3ba,"3,414 sqft","3,414 sqft","Woodward Park, Fresno, CA",3ba,"Lot Size: 6,899 sqft",$640/monthly HOA
6567 E Platt Ave,https://www.trulia.com/p/ca/fresno/6567-e-platt-ave-fresno-ca-93727--2117079262,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Aug-20,"$293,000 ",5bd,2ba,"1,830 sqft","1,830 sqft","Roosevelt, Fresno, CA",2ba,"Lot Size: 6,298 sqft",Built in 2003
8292 N Ann Ave,https://www.trulia.com/p/ca/fresno/8292-n-ann-ave-fresno-ca-93720--2117012227,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Aug-20,"$615,500 ",4bd,3ba,"3,430 sqft","3,430 sqft","Woodward Park, Fresno, CA",3ba,"Lot Size: 8,777 sqft",Built in 2003
2035 E Palo Alto Ave,https://www.trulia.com/p/ca/fresno/2035-e-palo-alto-ave-fresno-ca-93710--2116980537,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Aug-20,"$325,000 ",3bd,1.75ba,"1,834 sqft","1,834 sqft","Hoover, Fresno, CA",1.75ba,"Lot Size: 9,178 sqft",Built in 1977
2572 E Portland Ave,https://www.trulia.com/p/ca/fresno/2572-e-portland-ave-fresno-ca-93720--2117006244,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",10-Aug-20,"$350,000 ",3bd,2ba,"1,858 sqft","1,858 sqft","Woodward Park, Fresno, CA",2ba,"Lot Size: 5,998 sqft",Built in 1999
214 W San Jose Ave,https://www.trulia.com/p/ca/fresno/214-w-san-jose-ave-fresno-ca-93704--1056317165,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=214%20W%20San%20Jose%20Ave%20Fresno%20CA%2093704&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=t7QSfK6o-j2pY97u7UpJuX3I1Mc%3D,10-Aug-20,"$330,000 ",3bd,3ba,"2,052 sqft","2,052 sqft","Bullard, Fresno, CA",3ba,Lot Size: 0.26 acres,Built in 1959
1151 S Chestnut Ave #239,https://www.trulia.com/p/ca/fresno/1151-s-chestnut-ave-239-fresno-ca-93702--2116929030,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=1151%20S%20Chestnut%20Ave%20%23239%20Fresno%20CA%2093702&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=pNZCPsrBY3CTHaVR7kUvwCLwP_U%3D,10-Aug-20,"$90,000 ",2bd,2ba,"1,013 sqft","1,013 sqft","Roosevelt, Fresno, CA",2ba,"Lot Size: 1,219 sqft",$285/monthly HOA
2031 E Cromwell Ave,https://www.trulia.com/p/ca/fresno/2031-e-cromwell-ave-fresno-ca-93720--2117004339,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=2031%20E%20Cromwell%20Ave%20Fresno%20CA%2093720&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=6hlUnTYIdNIjYk8pAFSw7QYnjUM%3D,10-Aug-20,"$340,000 ",3bd,3ba,"1,717 sqft","1,717 sqft","Woodward Park, Fresno, CA",3ba,"Lot Size: 6,534 sqft",Built in 1989
1151 S Chestnut Ave #116,https://www.trulia.com/p/ca/fresno/1151-s-chestnut-ave-116-fresno-ca-93702--2116928927,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=36.731266021728516%2C-119.73535919189453&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=Qa_giFrTgep8IhmE0p9kKqpBkks%3D,7-Aug-20,"$70,000 ",1bd,1ba,590 sqft,590 sqft,"Roosevelt, Fresno, CA",1ba,Lot Size: 653 sqft,$260/monthly HOA
6757 N Constance Ave,https://www.trulia.com/p/ca/fresno/6757-n-constance-ave-fresno-ca-93722--2117039023,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$280,000 ",3bd,2ba,"1,474 sqft","1,474 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 4,281 sqft",Built in 1993
6040 N Stockdale Dr,https://www.trulia.com/p/ca/fresno/6040-n-stockdale-dr-fresno-ca-93722--2117036923,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$375,000 ",4bd,2ba,"2,064 sqft","2,064 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 8,049 sqft",$56/monthly HOA
6335 N Spalding Ave,https://www.trulia.com/p/ca/fresno/6335-n-spalding-ave-fresno-ca-93710--2116984285,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$300,000 ",4bd,2ba,"1,796 sqft","1,796 sqft","Hoover, Fresno, CA",2ba,"Lot Size: 6,098 sqft",Built in 1971
430 N Claremont Ave,https://www.trulia.com/p/ca/fresno/430-n-claremont-ave-fresno-ca-93727--2117067821,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$287,000 ",4bd,2ba,"1,993 sqft","1,993 sqft","Roosevelt, Fresno, CA",2ba,"Lot Size: 6,599 sqft",Built in 1987
8632 N Sierra Vista Ave,https://www.trulia.com/p/ca/fresno/8632-n-sierra-vista-ave-fresno-ca-93720--2117013187,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$337,250 ",3bd,2ba,"1,476 sqft","1,476 sqft","Woodward Park, Fresno, CA",2ba,"Lot Size: 6,969 sqft",Built in 1993
5849 W Parr Ave,https://www.trulia.com/p/ca/fresno/5849-w-parr-ave-fresno-ca-93722--2117036260,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$300,500 ",3bd,2.5ba,"1,753 sqft","1,753 sqft","Bullard, Fresno, CA",2.5ba,"Lot Size: 5,549 sqft",Built in 2015
1221 N Peach Ave #226,https://www.trulia.com/p/ca/fresno/1221-n-peach-ave-226-fresno-ca-93727--2117062649,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$75,000 ",2bd,1ba,850 sqft,850 sqft,"Roosevelt, Fresno, CA",1ba,,
3248 N Hanover Ave,https://www.trulia.com/p/ca/fresno/3248-n-hanover-ave-fresno-ca-93722--2117021151,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$255,000 ",3bd,1.75ba,"1,479 sqft","1,479 sqft","West, Fresno, CA",1.75ba,"Lot Size: 6,098 sqft",Built in 1989
1742 E Shadow Glen Dr,https://www.trulia.com/p/ca/fresno/1742-e-shadow-glen-dr-fresno-ca-93730--2117089324,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$800,000 ",4bd,3ba,"3,400 sqft","3,400 sqft","Woodward Park, Fresno, CA",3ba,,
636 E University Ave,https://www.trulia.com/p/ca/fresno/636-e-university-ave-fresno-ca-93704--2116955823,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$333,000 ",3bd,2ba,"1,493 sqft","1,493 sqft","Fresno High Roeding, Fresno, CA",2ba,"Lot Size: 8,041 sqft",Built in 1923
3495 E Pine Ave,https://www.trulia.com/p/ca/fresno/3495-e-pine-ave-fresno-ca-93703--2116945058,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$215,000 ",2bd,1ba,"1,100 sqft","1,100 sqft","Roosevelt, Fresno, CA",1ba,"Lot Size: 8,158 sqft",Built in 1941
1537 N Safford Ave,https://www.trulia.com/p/ca/fresno/1537-n-safford-ave-fresno-ca-93728--2117083695,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$235,000 ",2bd,1ba,"1,278 sqft","1,278 sqft","Fresno High Roeding, Fresno, CA",1ba,"Lot Size: 6,651 sqft",Built in 1947
4734 W Menlo Ave,https://www.trulia.com/p/ca/fresno/4734-w-menlo-ave-fresno-ca-93722--2117029354,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$267,000 ",3bd,2ba,"1,390 sqft","1,390 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 5,998 sqft",Built in 2000
4661 E Madison Ave,https://www.trulia.com/p/ca/fresno/4661-e-madison-ave-fresno-ca-93702--2116936824,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$169,000 ",3bd,1ba,"1,012 sqft","1,012 sqft","Roosevelt, Fresno, CA",1ba,"Lot Size: 6,098 sqft",Built in 1939
3326 N Fordham Ave,https://www.trulia.com/p/ca/fresno/3326-n-fordham-ave-fresno-ca-93727--1057452156,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$238,000 ",3bd,2ba,"1,000 sqft","1,000 sqft","Mclane, Fresno, CA",2ba,"Lot Size: 6,098 sqft",Built in 1970
666 E Magill Ave,https://www.trulia.com/p/ca/fresno/666-e-magill-ave-fresno-ca-93710--2116985544,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",7-Aug-20,"$225,000 ",2bd,2ba,"1,315 sqft","1,315 sqft","Hoover, Fresno, CA",2ba,"Lot Size: 3,480 sqft",$315/monthly HOA
958 E Cornell Ave,https://www.trulia.com/p/ca/fresno/958-e-cornell-ave-fresno-ca-93704--2116957875,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Aug-20,"$215,000 ",3bd,1ba,"1,067 sqft","1,067 sqft","Fresno High Roeding, Fresno, CA",1ba,"Lot Size: 7,801 sqft",Built in 1952
2674 E Skyview Ave,https://www.trulia.com/p/ca/fresno/2674-e-skyview-ave-fresno-ca-93720--1056911514,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Aug-20,"$435,000 ",5bd,3ba,"2,674 sqft","2,674 sqft","Woodward Park, Fresno, CA",3ba,"Lot Size: 7,021 sqft",Built in 2001
2655 W Barstow Ave,https://www.trulia.com/p/ca/fresno/2655-w-barstow-ave-fresno-ca-93711--2116991167,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Aug-20,"$485,000 ",5bd,5ba,"3,654 sqft","3,654 sqft","Bullard, Fresno, CA",5ba,Lot Size: 0.31 acres,Built in 2001
6344 N Palm Ave,https://www.trulia.com/p/ca/fresno/6344-n-palm-ave-fresno-ca-93704--2116955758,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Aug-20,"$177,000 ",2bd,2ba,"1,152 sqft","1,152 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 1,298 sqft",$280/monthly HOA
4657 E Hamilton Ave,https://www.trulia.com/p/ca/fresno/4657-e-hamilton-ave-fresno-ca-93702--2116936786,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",6-Aug-20,"$184,000 ",3bd,1ba,938 sqft,938 sqft,"Roosevelt, Fresno, CA",1ba,"Lot Size: 7,196 sqft",Built in 1960
4778 E Illinois Ave,https://www.trulia.com/p/ca/fresno/4778-e-illinois-ave-fresno-ca-93702--2116937991,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 4, 2020","$240,000",3bd,1ba,"1,257 sqft","1,257 sqft","Roosevelt, Fresno, CA",1ba,"Lot Size: 9,000 sqft",Built in 1941
6619 N Durant Ave,https://www.trulia.com/p/ca/fresno/6619-n-durant-ave-fresno-ca-93711--2116997753,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 4, 2020","$360,000",3bd,2ba,"2,005 sqft","2,005 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 9,513 sqft",Built in 1980
1103 W Terrace Ave,https://www.trulia.com/p/ca/fresno/1103-w-terrace-ave-fresno-ca-93705--2116958336,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 4, 2020","$145,000",2bd,1ba,889 sqft,889 sqft,"Fresno High Roeding, Fresno, CA",1ba,"Lot Size: 6,599 sqft",Built in 1952
4949 N Thorne Ave,https://www.trulia.com/p/ca/fresno/4949-n-thorne-ave-fresno-ca-93704--1028641449,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 4, 2020","$700,000",4bd,3ba,"3,606 sqft","3,606 sqft","Bullard, Fresno, CA",3ba,Lot Size: 0.88 acres,Built in 1978
6467 N Lead Ave,https://www.trulia.com/p/ca/fresno/6467-n-lead-ave-fresno-ca-93711--2116997296,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 4, 2020","$475,000",3bd,2ba,"2,391 sqft","2,391 sqft","Bullard, Fresno, CA",2ba,Lot Size: 0.32 acres,Built in 1978
7497 E Cortland Ave,https://www.trulia.com/p/ca/fresno/7497-e-cortland-ave-fresno-ca-93737--2117092417,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 4, 2020","$340,000",4bd,2.75ba,"1,900 sqft","1,900 sqft","Mclane, Fresno, CA",2.75ba,"Lot Size: 6,359 sqft",Built in 2012
9215 N Stoneridge Ln,https://www.trulia.com/p/ca/fresno/9215-n-stoneridge-ln-fresno-ca-93720--2117014552,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 3, 2020","$425,000",4bd,2ba,"2,138 sqft","2,138 sqft","Woodward Park, Fresno, CA",2ba,"Lot Size: 7,840 sqft",$125/monthly HOA
1544 W Scott Ave,https://www.trulia.com/p/ca/fresno/1544-w-scott-ave-fresno-ca-93711--2116988487,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 3, 2020","$460,000",3bd,2ba,"2,432 sqft","2,432 sqft","Bullard, Fresno, CA",2ba,Lot Size: 0.33 acres,Built in 1958
918 E Hampton Way,https://www.trulia.com/p/ca/fresno/918-e-hampton-way-fresno-ca-93704--1059950547,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 3, 2020","$349,950",3bd,2ba,"2,106 sqft","2,106 sqft","Fresno High Roeding, Fresno, CA",2ba,Lot Size: 0.29 acres,Built in 1957
1721 N State St,https://www.trulia.com/p/ca/fresno/1721-n-state-st-fresno-ca-93722--2411488002,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 3, 2020","$376,350",Studio,1721 N State St,"West, Fresno, CA",1721 N State St,"West, Fresno, CA",,,
5779 W Bluff Ave,https://www.trulia.com/p/ca/fresno/5779-w-bluff-ave-fresno-ca-93722--2117035845,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 3, 2020","$420,500",4bd,4ba,"2,654 sqft","2,654 sqft","Bullard, Fresno, CA",4ba,"Lot Size: 5,998 sqft",Built in 2004
2737 E Fedora Ave,https://www.trulia.com/p/ca/fresno/2737-e-fedora-ave-fresno-ca-93726--2117053072,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 3, 2020","$227,000",3bd,2ba,"1,663 sqft","1,663 sqft","Mclane, Fresno, CA",2ba,"Lot Size: 8,049 sqft",Built in 1956
3550 N Duke Ave #18,https://www.trulia.com/p/ca/fresno/3550-n-duke-ave-18-fresno-ca-93727--2117066833,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 3, 2020","$32,000",2bd,2ba,"1,344 sqft","1,344 sqft","Mclane, Fresno, CA",2ba,Built in 1979,Heating: Forced Air
3807 E Indianapolis Ave,https://www.trulia.com/p/ca/fresno/3807-e-indianapolis-ave-fresno-ca-93726--2117056192,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 3, 2020","$242,000",3bd,1.75ba,"1,328 sqft","1,328 sqft","Hoover, Fresno, CA",1.75ba,"Lot Size: 7,039 sqft",Built in 1960
3703 W Bullard Ave,https://www.trulia.com/p/ca/fresno/3703-w-bullard-ave-fresno-ca-93711--2480579380,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 3, 2020","$145,000",2bd,2ba,"1,017 sqft","1,017 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 1,045 sqft",$275/monthly HOA
4734 N Teilman Ave,https://www.trulia.com/p/ca/fresno/4734-n-teilman-ave-fresno-ca-93705--2116965723,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 2, 2020","$283,000",3bd,2ba,"1,508 sqft","1,508 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 10,798 sqft",Built in 1961
6739 E Floradora Ave,https://www.trulia.com/p/ca/fresno/6739-e-floradora-ave-fresno-ca-93727--2117079825,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 2, 2020","$505,000",3bd,2ba,"1,956 sqft","1,956 sqft","Fresno, CA",2ba,Lot Size: 1.14 acres,Built in 2013
6068 N Gentry Ave,https://www.trulia.com/p/ca/fresno/6068-n-gentry-ave-fresno-ca-93711--1147550803,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 2, 2020","$315,000",3bd,2ba,"1,747 sqft","1,747 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 9,690 sqft",Built in 1981
2126 E Makenna Dr,https://www.trulia.com/p/ca/fresno/2126-e-makenna-dr-fresno-ca-93730--2117089821,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 2, 2020","$350,000",2bd,2ba,"1,141 sqft","1,141 sqft","Woodward Park, Fresno, CA",2ba,"Lot Size: 4,212 sqft",$150/monthly HOA
4482 N Barton Ave,https://www.trulia.com/p/ca/fresno/4482-n-barton-ave-fresno-ca-93726--2117059056,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 2, 2020","$265,000",3bd,1.75ba,"1,456 sqft","1,456 sqft","Hoover, Fresno, CA",1.75ba,"Lot Size: 6,490 sqft",Built in 1967
2890 Huntington Blvd #122,https://www.trulia.com/p/ca/fresno/2890-huntington-blvd-122-fresno-ca-93721--2082512607,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 2, 2020","$236,000",3bd,3ba,"1,875 sqft","1,875 sqft","Central, Fresno, CA",3ba,"Lot Size: 1,803 sqft",$360/monthly HOA
758 N Bond St,https://www.trulia.com/p/ca/fresno/758-n-bond-st-fresno-ca-93702--2116938780,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 1, 2020","$210,000",5bd,2ba,"1,730 sqft","1,730 sqft","Roosevelt, Fresno, CA",2ba,Lot Size: 0.31 acres,Built in 1925
4477 N Winery Ave,https://www.trulia.com/p/ca/fresno/4477-n-winery-ave-fresno-ca-93726--2117059039,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 1, 2020","$250,000",3bd,1.75ba,"1,350 sqft","1,350 sqft","Hoover, Fresno, CA",1.75ba,"Lot Size: 6,534 sqft",Built in 1967
3897 N Sequoia Ave,https://www.trulia.com/p/ca/fresno/3897-n-sequoia-ave-fresno-ca-93705--1009129630,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 1, 2020","$225,000",3bd,1ba,"1,074 sqft","1,074 sqft","Fresno High Roeding, Fresno, CA",1ba,"Lot Size: 6,507 sqft",Built in 1955
6056 W Locust Ave,https://www.trulia.com/p/ca/fresno/6056-w-locust-ave-fresno-ca-93722--1002463315,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","SEP 1, 2020","$340,000",3bd,2ba,"1,664 sqft","1,664 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 8,751 sqft",Built in 1992
4402 N Wishon Ave,https://www.trulia.com/p/ca/fresno/4402-n-wishon-ave-fresno-ca-93704--2116952831,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=4402%20N%20Wishon%20Ave%20Fresno%20CA%2093704&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=jtXuduX9nUYYSuOmNY-g0cavQxY%3D,"AUG 31, 2020","$640,000",3bd,3ba,"2,024 sqft","2,024 sqft","Bullard, Fresno, CA",3ba,Lot Size: 0.41 acres,$70/monthly HOA
6424 E Inyo St,https://www.trulia.com/p/ca/fresno/6424-e-inyo-st-fresno-ca-93727--2117078901,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=6424%20E%20Inyo%20St%20Fresno%20CA%2093727&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=YORyp27sdg2WIfvDj8aSCAJODc0%3D,"AUG 31, 2020","$270,000",3bd,2ba,"1,417 sqft","1,417 sqft","Roosevelt, Fresno, CA",2ba,"Lot Size: 6,499 sqft",Built in 1998
9250 S Elm Ave,https://www.trulia.com/p/ca/fresno/9250-s-elm-ave-fresno-ca-93706--2116978244,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=9250%20S%20Elm%20Ave%20Fresno%20CA%2093706&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=ZZVOFicLRLn8sPDh0m2jRlrbwIg%3D,"AUG 31, 2020","$240,000",3bd,1ba,"2,376 sqft","2,376 sqft","Fresno, CA",1ba,Lot Size: 0.98 acres,Built in 1960
