Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building,Parks,SexualOffenders
4318 N Rosalia Ave,93722,Jul-20,344000.0,Studio,1,-1,False,-1,-1,0,163
6460 N Tahan Ave,93711,Jul-20,607000.0,4,3,3222,True, 0.35 a,43,5,29
2377 S Justin Ave,93725,Jul-20,315500.0,Studio,1,-1,False,-1,-1,0,54
2397 S Justin Ave,93725,Jul-20,311000.0,Studio,1,-1,False,-1,-1,0,54
6240 N Ellendale Ave,93722,Jul-20,290000.0,3,2,1712,True," 7,139 ",31,0,163
5434 E Pontiac Way,93727,Jul-20,310000.0,3,2,1504,True, 0.34 a,65,7,103
5224 E Hoxie Ave,93725,Jul-20,283000.0,3,2,1715,True," 8,881 ",9,0,54
358 E Deer Creek Ln,93720,Jul-20,309000.0,3,2.5,1550,True," 5,340 ",-1,4,31
6055 E Lowe Ave,93727,Jul-20,305000.0,3,2.5,1712,True, 0.33 a,63,7,103
4583 E Illinois Ave,93702,Jul-20,159500.0,3,1,902,True," 6,250 ",90,2,101
358 E Deer Creek Ln,93720,Jul-20,309000.0,3,2.5,1550,True," 5,340 ",-1,4,31
896 E Minarets Ave,93720,Jul-20,380000.0,4,2,2427,True," 8,498 ",42,4,31
4781 E Simpson Ave,93703,Jul-20,150000.0,3,2,1325,True,-1,-1,3,92
750 W Weldon Ave,93705,Jul-20,190500.0,3,1.5,1051,True," 5,641 ",110,0,100
1229 W Bullard Ave #116,93711,Jul-20,250000.0,2,2,1470,True," 3,598 ",-1,5,29
6169 W Concordia Dr,93722,Jul-20,340000.0,3,3,2145,True," 5,148 ",-1,0,163
922 E Kaviland Ave,93706,Jul-20,165000.0,2,1,876,True," 7,126 ",69,0,176
1175 E Lexington Ave,93720,Jul-20,365000.0,4,1.75,2169,True," 5,998 ",30,4,31
10864 N Braden Way,93730,Jul-20,360000.0,3,2,1308,True," 4,098 ",-1,0,0
175 W Omaha Ave,93711,Jul-20,321000.0,3,2,1430,True," 5,998 ",40,5,29
8735 N Cedar Ave #138,93720,Jul-20,295000.0,3,2,1415,True," 4,020 ",-1,4,31
1512 E Cornell Ave,93704,Jul-20,225000.0,3,2,1552,True," 6,351 ",73,2,93
3704 Kenmore Dr N,93703,Jul-20,204000.0,2,1,1032,True," 6,398 ",69,3,92
5207 W Warner Ave,93722,Jul-20,229000.0,2,1.75,1039,True," 4,199 ",29,0,163
5129 W Roberts Ave,93722,Jul-20,385000.0,5,3,2577,True, 0.25 a,19,0,163
601 N Hughes Ave,93728,Jul-20,146000.0,1,1,772,False, 0.83 a,73,1,77
1629 N Channing Ave,93705,Jul-20,187500.0,2,1.75,1564,True," 10,441 ",85,0,100
5567 W Flint Way,93723,Jul-20,319500.0,Studio,1,-1,False,-1,-1,0,0
3582 N Wheeler Ave,93723,Jul-20,328500.0,Studio,1,-1,False,-1,-1,0,0
1036 W Vassar Ave,93705,Jul-20,225000.0,2,1.75,1319,True," 7,187 ",70,0,100
539 W Scott Ave,93704,Jul-20,230000.0,2,2,1622,True," 2,861 ",-1,2,93
4786 E Madison Ave,93702,Jul-20,225000.0,2,1,1160,True," 8,058 ",73,2,101
4512 W Cornell Ave,93722,Jul-20,335000.0,6,3,2432,True," 7,148 ",21,0,163
7680 N Gregory Ave,93722,Jul-20,378000.0,4,2.75,2228,True, 0.32 a,24,0,163
1430 W Escalon Ave,93711,Jul-20,464950.0,4,2.5,3008,True, 0.30 a,50,5,29
7748 N Woodrow Ave,93720,Jul-20,375000.0,4,2,1969,True," 7,000 ",32,4,31
2396 N Cecelia Ave,93722,Jul-20,255000.0,3,2,1510,True," 5,131 ",30,0,163
545 W Andrews Ave,93705,Jul-20,232000.0,3,1,1211,True," 6,899 ",71,0,100
545 W Andrews Ave,93705,Jul-20,232000.0,3,1,1211,True," 6,899 ",71,0,100
4512 W Cornell Ave,93722,Jul-20,335000.0,6,3,2432,True," 7,148 ",21,0,163
2890 Huntington Blvd #167,93721,Jul-20,195000.0,2,3,1623,True," 1,089 ",-1,0,0
4786 E Madison Ave,93702,Jul-20,225000.0,2,1,1160,True," 8,058 ",73,2,101
3770 W Barstow Ave #146,93711,Jul-20,215000.0,3,1.75,1427,True," 1,886 ",-1,5,29
2396 N Cecelia Ave,93722,Jul-20,255000.0,3,2,1510,True," 5,131 ",30,0,163
7748 N Woodrow Ave,93720,Jul-20,375000.0,4,2,1969,True," 7,000 ",32,4,31
336 E Alluvial Ave #156,93720,Jul-20,30000.0,2,2,1056,True,-1,39,4,31
4027 E El Monte Way,93702,Jul-20,160000.0,3,1.75,1224,True," 5,000 ",42,2,101
2168 E Bluff View Dr,93730,Jul-20,1175000.0,Studio,1,-1,False,-1,-1,0,0
2727 N McArthur Ave,93727,Jul-20,450000.0,3,3,2194,True," 7,864 ",0,7,103
8739 N 7th St,93720,Jul-20,540000.0,4,2.75,2995,True, 0.26 a,33,4,31
2439 W Scott Ave,93711,Jul-20,325000.0,3,2,1734,True, 0.55 a,60,5,29
3925 E Indianapolis Ave,93726,Jul-20,268000.0,4,2.75,1830,True," 6,599 ",60,8,94
5649 W Los Altos Ave,93722,Jul-20,340000.0,3,2,1867,True," 6,599 ",29,0,163
6715 E Townsend Ave,93727,Jul-20,312000.0,4,2,1800,True," 8,023 ",7,7,103
1110 N Palm Ave,93728,Jul-20,195000.0,2,1.5,972,True," 5,000 ",94,1,77
346 S Dearing Ave,93702,Jul-20,150000.0,2,1,708,True," 4,700 ",75,2,101
810 E Country View Cir,93730,Jul-20,675000.0,4,3,2527,True," 10,558 ",-1,0,0
3334 N Harrison Ave,93704,Jul-20,270000.0,4,2.5,1983,True," 7,239 ",67,2,93
1534 E Michigan Ave,93704,Jul-20,151000.0,2,1,560,True," 7,875 ",72,2,93
1323 E Via Estrella Dr,93730,Jul-20,450000.0,3,2,1802,True," 5,248 ",-1,0,0
8307 E Sanders Ct,93737,Jul-20,490000.0,4,3,2493,True, 0.41 a,48,0,5
7090 N Thorne Ave,93650,Jul-20,161000.0,3,1,1136,True," 7,840 ",64,0,0
6361 E Platt Ave,93727,Jul-20,290000.0,4,2,1700,True," 6,398 ",14,7,103
4211 N Marks Ave,93722,Jul-20,240000.0,3,1.75,1260,True," 9,718 ",50,0,163
1522 A St,93706,Jul-20,80000.0,4,3,1352,True, 0.26 a,90,0,176
1273 E Mountain View Ave,93725,Jul-20,405000.0,7,6,3712,True, 4.77 a,45,0,54
7283 N Geraldine Ave,93711,Jul-20,531000.0,4,3,2680,True," 10,454 ",30,5,29
6195 E Zoie Dr,93727,Jul-20,324500.0,3,2,1623,True," 3,404 ",0,7,103
5579 W Flint Way,93723,Jul-20,346000.0,Studio,1,-1,False,-1,-1,0,0
6195 E Zoie Dr,93727,Jul-20,324500.0,3,2,1623,True," 3,404 ",0,7,103
7283 N Geraldine Ave,93711,Jul-20,531000.0,4,3,2680,True," 10,454 ",30,5,29
1273 E Mountain View Ave,93725,Jul-20,405000.0,7,6,3712,True, 4.77 a,45,0,54
4993 W Spruce Ave,93722,Jul-20,420000.0,4,3,3006,True," 9,021 ",23,0,163
4661 E Grant Ave,93702,Jul-20,198000.0,2,1,973,True," 6,250 ",91,2,101
754 B St,93706,Jul-20,205000.0,4,2,1440,True," 7,501 ",16,0,176
2147 W Beechwood Ave,93711,Jul-20,377500.0,3,2,1813,True," 6,969 ",25,5,29
811 S McArthur Ave,93727,Jul-20,395000.0,4,4,2454,True," 7,440 ",4,7,103
8416 N Sharon Ave,93720,Jul-20,330000.0,3,2.5,1637,True," 5,183 ",29,4,31
2719 N Selland Ave,93722,Jul-20,235000.0,3,1.75,1356,True," 3,955 ",36,0,163
6105 E Dayton Ave,93727,Jul-20,325000.0,3,2,1665,True," 6,534 ",13,7,103
2469 S Sierra Vista Ave,93725,Jul-20,105000.0,2,1,859,True," 5,924 ",71,0,54
6142 W Concordia Dr,93722,Jul-20,310000.0,3,2.5,1753,True," 3,201 ",-1,0,163
9333 N Paula Ave,93720,Jul-20,420000.0,5,3,2400,True," 7,148 ",18,4,31
2826 E Clay Ave,93701,Jul-20,125000.0,2,1,624,True," 7,901 ",73,0,0
5496 W Calimyrna Ave,93722,Jul-20,340000.0,4,2,2017,True, 0.32 a,18,0,163
1325 E Decatur Ave,93720,Jul-20,409000.0,3,2,2365,True," 9,086 ",32,4,31
4691 W Oswego Ave,93722,Jul-20,325000.0,3,2,1653,True, 0.35 a,15,0,163
2837 N 2nd St,93703,Jul-20,193000.0,2,1,1328,True," 6,398 ",66,3,92
7786 N Meridian Ave,93720,Jul-20,325000.0,3,3,1624,True," 6,599 ",30,4,31
241 W Minarets Ave,93650,Jul-20,-1.0,5,1.75,1443,True,-1,33,0,0
3770 W Barstow Ave #145,93711,Jul-20,201000.0,3,2,1427,True," 1,886 ",-1,5,29
2062 S 8th St,93702,Jul-20,225000.0,4,2.5,1943,True," 8,581 ",14,2,101
6038 E Fedora Ave,93727,Jul-20,310000.0,2,1.5,1450,True," 3,789 ",1,7,103
3601 N McCaffrey Ave,93723,Jul-20,399000.0,Studio,1,-1,False,-1,-1,0,0
5330 W Huffman Ave,93722,Jul-20,365500.0,Studio,1,-1,False,-1,-1,0,163
1436 E Brandywine Ln,93720,Jul-20,1500000.0,3,3,2467,True, 0.64 a,53,4,31
1275 W San Ramon Ave,93711,Jul-20,485000.0,3,1.5,2138,True, 0.32 a,60,5,29
236 E Cortland Ave,93704,Jul-20,205000.0,3,1,1304,True," 6,764 ",68,2,93
1201 W Escalon Ave,93711,Jul-20,190000.0,2,1,1057,True," 7,405 ",42,5,29
236 E Cortland Ave,93704,Jul-20,205000.0,3,1,1304,True," 6,764 ",68,2,93
1470 N Wilson Ave,93728,Jul-20,175000.0,2,1,1008,True," 5,301 ",98,1,77
2436 W Fedora Ave,93705,Jul-20,215000.0,3,2,1144,True," 6,098 ",61,0,100
3055 E Home Ave,93703,Jul-20,180000.0,3,1,1168,True," 6,655 ",78,3,92
2702 E Willis Ave,93726,Jul-20,235000.0,3,2,1521,True," 6,059 ",64,8,94
410 E Princeton Ave,93704,Jul-20,335000.0,3,2,1644,True," 6,969 ",81,2,93
2857 E El Paso Ave,93720,Jul-20,355000.0,3,1.75,1613,True," 6,912 ",14,4,31
6272 N Lodi Ave,93722,Jul-20,280000.0,3,2,1664,True," 6,721 ",31,0,163
54 E Fountain Way,93704,Jul-20,232500.0,2,1,1045,True," 7,501 ",78,2,93
1915 W Santa Ana Ave,93705,Jul-20,245000.0,2,2,1529,True," 3,240 ",-1,0,100
2792 N Sophie Dr,93727,Jul-20,303000.0,3,3,1641,True," 2,552 ",-1,7,103
8168 N Matus Ave,93720,Jul-20,375000.0,4,2,2165,True," 6,298 ",20,4,31
1536 N Calaveras St,93728,Jul-20,140000.0,2,1,744,True," 4,800 ",96,1,77
6604 E Orleans Ave,93727,Jul-20,331000.0,4,2.75,1905,True," 6,599 ",7,7,103
3304 E Floradora Ave,93703,Jul-20,175000.0,2,1,747,True," 6,011 ",79,3,92
7501 E Garland Ave,93737,Jul-20,442000.0,4,3,2835,True," 8,102 ",3,0,5
8585 N Richelle Ave,93720,Jul-20,445000.0,4,2,2290,True," 6,777 ",15,4,31
2028 W Via Tivoli,93711,Jul-20,409000.0,3,2,1886,True," 5,227 ",-1,5,29
6167 W Scott Ave,93723,Jul-20,289000.0,4,2,1860,True," 6,298 ",12,0,0
1531 E Webster Ave,93728,Jul-20,345000.0,5,5,2907,True," 8,250 ",82,1,77
3508 E Norwich Ave,93726,Jul-20,250000.0,3,1.75,1622,True," 7,370 ",61,8,94
387 S Renn Ave,93727,Jul-20,290000.0,3,2,1691,True," 7,039 ",11,7,103
5489 W Athens Ave,93722,Jul-20,402500.0,5,3,2401,True," 10,454 ",26,0,163
6924 E Woodward Ave,93727,Jul-20,344000.0,Studio,1,-1,False,-1,-1,7,103
3023 N Selland Ave,93722,Jul-20,220000.0,3,1.75,1108,True," 5,505 ",35,0,163
2399 S Justin Ave,93725,Jul-20,339000.0,6,4,2586,True," 6,926 ",0,0,54
2153 W Via Delfini,93711,Jul-20,462500.0,3,2,2373,True," 6,098 ",-1,5,29
5557 E Dakota Ave,93727,Jul-20,95000.0,3,1,1056,True, 0.30 a,65,7,103
934 S Sunnyside Ave,93727,Jul-20,337000.0,4,2,1903,True, 0.28 a,59,7,103
645 E Minarets Ave,93720,Jul-20,320000.0,3,1.75,1747,True," 7,801 ",45,4,31
5560 E Burns Ave,93727,Jul-20,317500.0,5,2,1773,True," 6,141 ",3,7,103
5536 E Erin Ave,93727,Jul-20,308000.0,4,3,2008,True," 5,998 ",12,7,103
849 E Brighton Ln,93720,Jul-20,397000.0,3,2.75,1799,True," 7,405 ",-1,4,31
6509 E Braly Ave,93727,Jul-20,415000.0,4,2.5,2889,True," 10,005 ",12,7,103
5543 N Polk Ave,93722,Jul-20,242000.0,3,2,1248,True," 6,499 ",25,0,163
2558 W Bluff Ave,93711,Jul-20,675000.0,3,3.5,3634,True, 0.45 a,13,5,29
934 S Sunnyside Ave,93727,Jul-20,337000.0,4,2,1903,True, 0.28 a,59,7,103
1703 E Shadow Creek Dr,93730,Jul-20,767000.0,4,3,3275,True, 0.28 a,-1,0,0
474 E Alluvial Ave #166,93720,Jul-20,223000.0,2,2,1015,True," 4,051 ",-1,4,31
3833 E Pico Ave,93726,Jul-20,246000.0,3,2,1250,True," 6,930 ",61,8,94
5247 N Callisch Ave,93710,Jul-20,280000.0,3,1.75,1636,True," 6,616 ",59,4,60
345 N Humboldt Ave,93706,Jul-20,155000.0,2,1,1071,True," 6,350 ",73,0,176
4963 N Holt Ave #204,93705,Jul-20,62000.0,2,1,840,True, 801 ,-1,0,100
2045 N Farris Ave,93704,Jul-20,330000.0,4,2,2300,True," 7,405 ",78,2,93
1206 E Fedora Ave,93704,Jul-20,-1.0,2,1,774,True,-1,73,2,93
4280 Rall Ave,93619,Jul-20,511500.0,Studio,1,-1,False,-1,-1,7,0
8060 N Orchard St,93720,Jul-20,315000.0,4,2.25,2097,True," 5,967 ",36,4,31
4986 E Tulare Ave,93727,Jul-20,-1.0,1,1,876,False,-1,74,7,103
4940 E Tulare Ave,93727,Jul-20,-1.0,3,1.75,1016,True,-1,47,7,103
718 S Park Circle Dr,93727,Jul-20,-1.0,3,1.75,2901,True,-1,65,7,103
7643 N Meridian Ave,93720,Jul-20,373000.0,3,2,1898,True," 7,379 ",29,4,31
4504 N Valentine Ave #115,93722,Jul-20,135000.0,2,1,916,True, 888 ,-1,0,163
2584 E El Paso Ave,93720,Jul-20,355000.0,3,2,1767,True," 5,998 ",21,4,31
1352 W Wrenwood Ave,93711,Jul-20,445000.0,3,1.75,2115,True, 0.32 a,65,5,29
849 S 9th St,93702,Jul-20,105000.0,2,1,760,True," 7,583 ",96,2,101
3161 N Burl Ave,93727,Jul-20,435000.0,4,3,2640,True," 8,400 ",13,7,103
3670 W Fedora Ave,93722,Jul-20,250000.0,3,2,1340,True," 6,534 ",30,0,163
3458 E Indianapolis Ave,93726,Jul-20,265000.0,3,2,1333,True," 6,708 ",61,8,94
3366 W Shields Ave,93722,Jul-20,375500.0,10,10,4328,True," 10,890 ",30,0,163
3458 E Indianapolis Ave,93726,Jul-20,265000.0,3,2,1333,True," 6,708 ",61,8,94
3366 W Shields Ave,93722,Jul-20,375500.0,10,10,4328,True," 10,890 ",30,0,163
1402 E Via Dorata Way,93730,Jul-20,365000.0,3,3,1641,True," 2,354 ",-1,0,0
3296 Junipero Ave,93737,Jul-20,365500.0,Studio,1,-1,False,-1,-1,0,5
6907 E Woodward Ave,93727,Jul-20,304500.0,Studio,1,-1,False,-1,-1,7,103
5139 N Sequoia Ave,93711,Jul-20,770000.0,2,4.25,3664,True, 0.78 a,61,5,29
5349 N Sequoia Ave,93711,Jul-20,770000.0,4,4,3967,True, 0.53 a,47,5,29
172 W Roberts Ave,93704,Jul-20,230000.0,3,1.75,1066,True," 9,286 ",64,2,93
7215 N Teilman Ave,93711,Jul-20,430000.0,4,3,2556,True," 10,890 ",41,5,29
6570 N Sierra Vista Ave,93710,Jul-20,270000.0,3,2,1834,True," 9,888 ",46,4,60
775 E Minarets Ave,93720,Jul-20,340000.0,4,1.75,1785,True," 7,405 ",45,4,31
4441 E Pine Ave,93703,Jul-20,219000.0,3,2,1128,True," 7,801 ",74,3,92
1820 S Claremont Ave,93727,Jul-20,524000.0,3,3,3131,True, 0.50 a,56,7,103
1307 N Applegate Ave,93737,Jul-20,920000.0,5,5,3951,True,-1,-1,0,5
1284 E Barstow Ave,93710,Jul-20,275000.0,3,2,1652,True," 10,750 ",57,4,60
2772 E Pryor Dr,93720,Jul-20,405000.0,3,2.25,2005,True," 6,868 ",18,4,31
1516 E Vartikian Ave,93710,Jul-20,270000.0,4,1.75,1796,True," 6,198 ",50,4,60
1102 E Goshen Ave,93720,Jul-20,345000.0,4,2.5,1704,True," 5,301 ",31,4,31
3853 Arden Dr S,93703,Jul-20,211000.0,3,1,1328,True," 6,599 ",69,3,92
5145 E Lane Ave #251,93727,Jul-20,75000.0,1,1,652,False, 609 ,35,7,103
5843 E Booker Ave,93727,Jul-20,337000.0,3,2.5,2029,True," 6,960 ",9,7,103
1151 S Chestnut Ave #238,93702,Jul-20,85000.0,2,2,1013,True," 1,224 ",-1,2,101
5420 E Euclid Ave,93727,Jul-20,300000.0,3,2,1900,True, 0.34 a,60,7,103
6676 E Cetti Ave,93727,Jul-20,335000.0,3,2,2129,True," 6,324 ",13,7,103
5205 W Lamona Ave,93722,Jul-20,483000.0,3,3,2256,True, 2.13 a,42,0,163
1750 W Santa Ana Ave #102,93705,Jul-20,211000.0,3,1.75,1520,True," 3,240 ",-1,0,100
3115 E Thomas Ave,93702,Jul-20,145000.0,2,1,656,True," 3,223 ",109,2,101
7064 E Ramona Way,93737,Jul-20,410000.0,6,3,3016,True," 7,148 ",10,0,5
4918 E Sooner Dr,93727,Jul-20,236000.0,3,1.75,1294,True," 6,298 ",59,7,103
2656 N Cecelia Ave,93722,Jul-20,274000.0,3,2,1664,True," 6,359 ",20,0,163
993 N Farris Ave,93728,Jul-20,268000.0,3,1.5,1475,True," 4,399 ",85,1,77
3638 N Harrison Ave,93704,Jul-20,210000.0,3,1.5,1171,True," 7,967 ",69,2,93
1452 E Fremont Ave,93710,Jul-20,265000.0,4,1.75,1355,True," 7,000 ",49,4,60
40 E San Joaquin St,93706,Jul-20,149500.0,3,2,1113,True, 0.26 a,101,0,176
2305 N Vagedes Ave,93705,Jul-20,317000.0,5,5,2798,True," 8,001 ",40,0,100
4833 N Harrison Ave,93704,Jul-20,430000.0,3,3,1877,True, 0.87 a,-1,2,93
1442 E Via Dorata Way,93730,Jul-20,374500.0,3,2.5,1641,True," 2,352 ",-1,0,0
2861 N Douglas Ave,93727,Jul-20,378500.0,3,2,2032,True,-1,0,7,103
1404 E Quincy Ave,93720,Jul-20,232000.0,4,3,2261,True," 6,795 ",29,4,31
5700 N Flora Ave,93710,Jul-20,335000.0,4,2.5,1992,True," 10,358 ",52,4,60
2987 E Holland Ave,93726,Jul-20,265000.0,3,1.75,1308,True," 6,499 ",64,8,94
2946 E Indianapolis Ave,93726,Jul-20,230000.0,3,1.75,1248,True," 6,699 ",62,8,94
6702 N Dolores Ave,93711,Jul-20,538000.0,4,2,2795,True, 0.46 a,34,5,29
1234 N Fruit Ave,93728,Jul-20,222000.0,3,1.75,1333,True," 6,098 ",70,1,77
2954 E Brandon Ln,93720,Jul-20,445000.0,3,2,1914,True," 8,276 ",18,4,31
134 E Princeton Ave,93704,Jul-20,415000.0,3,2,1853,True," 7,697 ",74,2,93
4068 N Babigian Ave,93722,Jul-20,240000.0,3,1.75,1430,True," 7,000 ",38,0,163
239 E Portland Ave,93720,Jul-20,345000.0,4,2,1726,True," 6,538 ",40,4,31
7374 W San Madele Ave,93723,Jul-20,355000.0,4,1.75,2223,True," 6,185 ",8,0,0
1389 W Northridge Ave,93711,Jul-20,365000.0,3,2,1750,True," 9,918 ",43,5,29
2498 N Antioch Ave,93722,Jul-20,325500.0,4,3,2257,True," 6,499 ",7,0,163
6816 E Woodward Ave,93727,Jul-20,348500.0,Studio,1,-1,False,-1,-1,7,103
6183 E Zoie Dr,93727,Jul-20,322500.0,Studio,1,-1,False,-1,-1,7,103
5332 W Lamona Ave,93722,Jul-20,388000.0,Studio,1,-1,False,-1,-1,0,163
945 N Roosevelt Ave,93728,Jul-20,257000.0,3,2.75,1589,True," 5,998 ",99,1,77
3743 W Alluvial Ave,93711,Jul-20,565000.0,4,3,3521,True, 0.37 a,39,5,29
5960 E Truman Ave,93727,Jul-20,380890.0,5,4,3167,True,-1,-1,7,103
2844 E Brown Ave,93703,Jul-20,223000.0,2,1.5,1870,True," 8,102 ",68,3,92
2144 Norris Dr E,93703,Jul-20,193000.0,3,1,996,True," 7,705 ",72,3,92
4032 Maywood Dr S,93703,Jul-20,201000.0,2,1,1074,True," 7,801 ",70,3,92
2168 E Manning Ave,93725,Jul-20,-1.0,2,0.75,1248,True,-1,102,0,54
1250 E Shaw Ave #115,93710,Jul-20,150000.0,2,1,1096,True," 1,711 ",-1,4,60
2458 W San Gabriel Ave,93705,Jul-20,250000.0,3,1.75,1450,True," 5,998 ",45,0,100
114 E Cambridge Ave,93704,Jul-20,294000.0,3,1.5,1460,True," 7,562 ",79,2,93
3722 E Alta Ave,93702,Jul-20,175000.0,3,1,842,True," 5,357 ",94,2,101
4211 E Lowe Ave,93702,Jul-20,121000.0,2,1,908,True," 7,308 ",79,2,101
2582 S Lotus Ave,93706,Jul-20,135500.0,3,1.5,1272,True," 8,276 ",70,0,176
4768 E Lamona Ave,93703,Jul-20,218000.0,3,2,1248,True," 7,156 ",24,3,92
655 E Beverly Way,93704,Jul-20,341000.0,3,2,1581,True," 7,405 ",72,2,93
5561 N Prospect Ave,93711,Jul-20,327500.0,3,2,1671,True," 9,234 ",44,5,29
327 E Audubon Dr,93720,Jul-20,599000.0,4,3,3342,True, 0.33 a,36,4,31
4919 N Millbrook Ave #125,93726,Jul-20,130000.0,2,2.5,1275,True, 892 ,-1,8,94
1140 E Fairmont Ave,93704,Jul-20,344000.0,4,2,1634,True, 0.36 a,70,2,93
5570 E Eugenia Ave,93727,Jul-20,314000.0,5,2,1773,True," 6,059 ",4,7,103
6101 E Illinois Ave,93727,Jul-20,295000.0,4,3,1775,True," 6,050 ",31,7,103
5920 W Bedford Ave,93722,Jul-20,413000.0,5,2.75,2674,True," 7,700 ",19,0,163
6303 E Cortland Ave,93727,Jul-20,360000.0,4,2,2016,True," 9,583 ",9,7,103
6487 N Arthur Ave,93711,Jul-20,320000.0,3,2,1649,True," 8,925 ",32,5,29
2793 W Locust Ave,93711,Jul-20,515000.0,4,3,2644,True, 0.36 a,46,5,29
5490 N Bond St,93710,Jul-20,305000.0,4,2.5,1775,True," 8,398 ",57,4,60
3360 W Morris Ave,93711,Jul-20,270000.0,3,2,1206,True," 7,000 ",44,5,29
34 E Robinson Ave,93704,Jul-20,205000.0,2,1,1138,True," 7,840 ",68,2,93
4327 N Ellendale Ave,93722,Jul-20,200000.0,3,2,1155,True," 3,998 ",35,0,163
5126 W Los Altos Ave,93722,Jul-20,263000.0,3,2,1460,True," 6,098 ",30,0,163
1383 W Ellery Way,93711,Jul-20,450000.0,5,3,2896,True, 0.30 a,54,5,29
419 E Hampton Way,93704,Jul-20,427000.0,3,2,2441,True, 0.37 a,-1,2,93
1323 W San Madele Ave,93711,Jul-20,480000.0,4,4,2984,True, 0.31 a,63,5,29
6719 N Alva Ave,93711,Jul-20,425000.0,4,2.5,2450,True, 0.30 a,40,5,29
4750 N Harrison Ave,93704,Jul-20,355000.0,3,2,1362,True," 9,583 ",72,2,93
2809 N Burl Ave,93727,Jul-20,394000.0,Studio,1,-1,False,-1,1,7,103
2671 N Dante Ave,93722,Jul-20,310000.0,4,2,2149,True," 6,538 ",13,0,163
2156 S Villa Ave,93727,Jul-20,315000.0,5,3.5,2282,True," 5,998 ",13,7,103
2809 N Burl Ave,93727,Jul-20,394000.0,Studio,1,-1,False,-1,1,7,103
309 W Bullard Ave #102,93704,Jul-20,220000.0,3,2,1587,True," 2,561 ",-1,2,93
5481 W Corona Ave,93722,Jul-20,250000.0,3,1.75,1460,True," 6,943 ",31,0,163
2842 E Warner Ave,93710,Jul-20,335000.0,3,1.75,1901,True," 7,840 ",45,4,60
7438 W San Madele Ave,93723,Jul-20,340000.0,4,2,1877,True," 6,098 ",8,0,0
1255 N Adler Ave,93727,Jul-20,187000.0,3,2,1246,True," 9,583 ",65,7,103
5662 W Minarets Ave,93722,Jul-20,255000.0,3,2,1492,True," 6,198 ",24,0,163
3586 W Church Ave,93706,Jul-20,355000.0,3,1,1360,True, 4.84 a,63,0,176
5877 E Alta Ave,93727,Jul-20,330000.0,4,3,3022,True, 0.35 a,61,7,103
5401 W Fairmont Ave,93722,Jul-20,-1.0,3,1.25,1112,True,-1,59,0,163
1306 N Bailey Ave,93727,Jul-20,130000.0,3,1.75,1104,True," 6,272 ",59,7,103
5769 W Richert Ave,93722,Jul-20,283000.0,3,2.5,1380,True," 7,405 ",11,0,163
6123 W Dupont Dr,93722,Jul-20,280000.0,3,2.5,1560,True," 2,874 ",-1,0,163
2847 E Granada Ave,93720,Jul-20,380000.0,3,2,2040,True," 6,534 ",17,4,31
5925 W Cromwell Ave,93722,Jul-20,422000.0,3,2.75,2674,True," 5,998 ",19,0,163
6265 N Malsbary Ave,93711,Jul-20,260000.0,3,2,1110,True," 9,265 ",26,5,29
493 W Stuart Ave,93704,Jul-20,332500.0,3,1.75,1892,True, 0.28 a,56,2,93
1149 W Santa Ana Ave,93705,Jul-20,349000.0,3,2,1652,True, 0.34 a,70,0,100
3026 N Marty Ave,93722,Jul-20,165000.0,3,2,1192,True," 5,505 ",32,0,163
6176 N Carica Ave,93722,Jul-20,230000.0,3,1.75,1460,True," 6,599 ",31,0,163
6949 E Michigan Ave,93727,Jul-20,369000.0,4,3,2000,True," 8,276 ",13,7,103
3872 N Briarwood Ave,93705,Jul-20,208000.0,3,1.75,1228,True," 6,263 ",56,0,100
2124 E El Paso Ave,93720,Jul-20,320000.0,4,2,1665,True," 6,538 ",32,4,31
201 N Filbert Ave,93727,Jul-20,295000.0,4,2,1700,True," 5,998 ",20,7,103
1364 N Poplar Ave,93728,Jul-20,240000.0,3,1.5,1110,True," 6,185 ",82,1,77
1253 N Glenn Ave,93728,Jul-20,257000.0,3,2,1290,True," 6,969 ",95,1,77
8824 N Fuller Ave,93720,Jul-20,675000.0,5,2.5,3403,True, 0.46 a,41,4,31
7775 W Herndon Ave,93723,Jul-20,400000.0,4,2.5,4704,True, 2.17 a,41,0,0
3271 W Clinton Ave,93722,Jul-20,456000.0,10,8,3689,True," 10,890 ",28,0,163
7239 E Vassar Ave,93737,Jul-20,370000.0,4,2,2010,True," 7,000 ",2,0,5
5402 W Donner Ave,93722,Jul-20,290000.0,3,2,1875,True," 8,681 ",14,0,163
9545 N 10th St,93720,Jul-20,-1.0,3,1.75,1298,True,-1,30,4,31
7775 W Herndon Ave,93723,Jul-20,400000.0,4,2.5,4704,True, 2.17 a,41,0,0
719 E Beverly Way,93704,Jul-20,330000.0,4,1.5,1348,True," 7,601 ",73,2,93
8824 N Fuller Ave,93720,Jul-20,675000.0,5,2.5,3403,True, 0.46 a,41,4,31
9916 N Meridian Ave,93720,Jul-20,285000.0,3,2,1304,True," 5,488 ",21,4,31
6139 E Nevada Ave,93727,Jul-20,280000.0,3,2,1652,True," 9,975 ",31,7,103
8665 N Cedar Ave #119,93720,Jul-20,310000.0,3,2.5,1414,True, 0.37 a,-1,4,31
5973 E Via Firenza Dr,93727,Jul-20,342500.0,4,3,2347,True," 4,499 ",-1,7,103
